Plant,Location,Q,ZN,PH,DBO,DQO,SS,SSV,SED,COND
D-27/11/90,D,,,8.0,130,,274,104,75.0,0.8
D-28/11/90,D,,,8.0,166,,372,98,81.6,0.2
D-29/11/90,D,,,8.1,169,,408,112,76.8,0.3
D-30/11/90,D,,,8.0,194,,412,114,82.5,0.2
D-1/10/90,D,,,7.8,110,,227,108,66.7,0.5
D-2/10/90,D,,,7.9,107,,200,106,64.2,0.2
D-3/10/90,D,,,7.7,150,,323,212,49.1,2.5
D-4/10/90,D,,,7.8,151,,274,124,61.3,0.3
D-5/10/90,D,,,7.7,148,,270,108,66.7,0.4
D-7/10/90,D,,,7.4,73,,175,110,34.5,0.2
D-8/10/90,D,,,7.8,99,,198,92,58.7,0.2
D-9/10/90,D,,,7.8,78,,179,74,73.0,0.2
D-10/10/90,D,,,7.8,106,,272,78,79.5,0.2
D-12/10/90,D,,,7.9,44,,160,76,60.5,0.2
D-14/10/90,D,,,8.0,89,,133,74,75.7,0.3
D-15/10/90,D,,,8.1,93,,204,86,60.5,0.3
D-16/10/90,D,,,8.2,92,,165,86,72.1,0.4
D-17/10/90,D,,,8.0,68,,165,76,71.1,0.2
D-18/10/90,D,,,8.1,107,,207,104,61.5,0.4
D-19/10/90,D,,,8.2,121,,299,114,64.9,0.5
D-21/10/90,D,,,7.8,104,,202,100,70.0,0.3
D-22/10/90,D,,,8.0,46,,111,118,44.1,0.4
D-23/10/90,D,,,8.0,92,,215,134,43.3,0.5
D-24/10/90,D,,,8.0,92,,230,110,54.5,0.5
D-25/10/90,D,,,7.9,141,,251,140,52.9,0.6
D-26/10/90,D,,,8.0,99,,239,104,63.5,0.4
D-28/10/90,D,,,7.9,,,176,80,80.0,0.3
D-29/10/90,D,,,8.1,,,270,110,63.6,0.3
D-30/10/90,D,,,8.0,,,233,96,62.5,0.3
D-1/3/91,D,,,7.9,84,,265,158,59.5,1.4
D-3/3/91,D,,,7.9,137,,332,126,77.8,1.8
D-4/3/91,D,,,7.9,118,,333,100,74.0,1.0
D-5/3/91,D,,,7.9,138,,348,110,78.2,0.6
D-6/3/91,D,,,7.9,161,,328,82,90.2,0.6
D-7/3/91,D,,,8.0,76,,202,68,73.5,0.5
D-8/3/91,D,,,7.8,154,,213,100,64.0,
D-10/3/91,D,,,7.9,92,,248,74,86.5,0.4
D-11/3/91,D,,,7.9,85,,341,108,66.7,0.7
D-12/3/91,D,,,7.9,151,,313,86,86.0,0.9
D-13/3/91,D,,,7.9,132,,367,118,79.7,1.2
D-14/3/91,D,,,8.1,154,,406,102,80.4,0.6
D-15/3/91,D,,,7.9,204,,428,112,78.6,1.0
D-17/3/91,D,,,7.9,118,,277,106,73.6,0.4
D-18/3/91,D,,,7.9,,,376,104,78.8,0.1
D-19/3/91,D,,,8.0,168,,392,96,77.1,0.6
D-20/3/91,D,,,7.9,181,,345,86,83.7,0.1
D-21/3/91,D,,,8.0,149,,357,110,74.5,1.2
D-22/3/91,D,,,7.7,164,,348,82,95.1,
D-24/3/91,D,,,7.6,61,,180,70,62.9,0.2
D-25/3/91,D,,,8.0,72,,161,86,48.8,0.2
D-26/3/91,D,,,7.8,97,,368,136,57.4,1.3
D-27/3/91,D,,,7.9,133,,,82,80.5,0.2
D-29/3/91,D,,,7.5,112,,182,92,76.1,
D-31/3/91,D,,,7.7,93,,135,80,77.5,
D-1/2/91,D,,,8.3,154,,349,102,80.4,0.4
D-3/2/91,D,,,7.8,114,,247,74,78.4,0.4
D-4/2/91,D,,,8.1,64,,345,100,76.0,0.8
D-5/2/91,D,,,8.0,131,,337,76,78.9,0.5
D-6/2/91,D,,,8.0,169,,329,94,74.5,0.5
D-7/2/91,D,,,8.1,175,,412,150,70.7,1.2
D-8/2/91,D,,,8.1,146,,335,106,81.1,
D-10/2/91,D,,,7.9,158,,327,120,75.0,1.1
D-11/2/91,D,,,8.1,148,,339,126,74.6,0.8
D-12/2/91,D,,,8.2,199,,374,104,78.8,0.6
D-13/2/91,D,,,8.1,168,,394,116,75.9,0.4
D-14/2/91,D,,,8.1,149,,296,86,90.7,0.4
D-15/2/91,D,,,8.2,175,,346,104,78.8,0.6
D-17/2/91,D,,,7.9,126,,269,90,77.8,0.4
D-18/2/91,D,,,8.1,135,,293,94,76.6,0.4
D-19/2/91,D,,,8.2,135,,371,102,70.6,1.0
D-21/2/91,D,,,8.1,154,,257,90,84.4,0.3
D-22/2/91,D,,,7.7,212,,230,110,74.6,
D-24/2/91,D,,,7.9,121,,319,102,78.4,0.5
D-25/2/91,D,,,8.0,194,,346,122,82.0,0.9
D-26/2/91,D,,,8.0,187,,352,112,91.1,0.6
D-27/2/91,D,,,7.9,167,,511,136,75.0,0.7
D-28/2/91,D,,,8.2,167,,371,118,88.1,0.5
D-1/1/91,D,,,8.1,138,,234,98,83.7,0.3
D-2/1/91,D,,,8.1,66,,315,94,83.0,0.5
D-3/1/91,D,,,8.1,158,,308,76,86.8,0.4
D-4/1/91,D,,,8.2,161,,328,86,76.7,0.4
D-6/1/91,D,,,8.0,122,,279,92,78.3,0.5
D-7/1/91,D,,,8.1,117,,304,82,70.7,0.3
D-8/1/91,D,,,8.1,107,,341,60,86.7,0.2
D-9/1/91,D,,,8.0,92,,257,72,72.2,0.4
D-10/1/91,D,,,8.0,114,,273,80,80.0,0.3
D-11/1/91,D,,,7.8,101,,219,72,81.9,
D-13/1/91,D,,,7.9,118,,256,90,80.0,0.3
D-14/1/91,D,,,8.1,98,,279,68,88.2,0.4
D-15/1/91,D,,,8.2,134,,271,84,71.4,1.0
D-16/1/91,D,,,8.2,139,,422,90,71.1,1.0
D-17/1/91,D,,,8.2,148,,295,96,77.1,1.2
D-18/1/91,D,,,8.2,140,,330,86,83.7,0.6
D-20/1/91,D,,,7.9,134,,302,92,78.3,0.4
D-21/1/91,D,,,8.2,161,,337,92,73.9,0.5
D-22/1/91,D,,,8.0,164,,304,96,87.5,0.6
D-23/1/91,D,,,8.1,174,,300,86,97.7,0.6
D-24/1/91,D,,,8.2,152,,337,94,80.9,0.4
D-25/1/91,D,,,7.9,,,423,118,78.0,
D-27/1/91,D,,,8.0,150,,299,92,73.9,0.4
D-28/1/91,D,,,8.2,180,,372,118,66.1,0.9
D-29/1/91,D,,,8.1,189,,309,152,71.1,3.0
D-30/1/91,D,,,8.2,153,,290,106,90.6,0.5
D-31/1/91,D,,,8.2,163,,400,170,77.6,3.5
D-1/5/91,D,,,7.6,97,,242,70,77.1,0.3
D-2/5/91,D,,,7.9,92,,206,74,73.0,0.3
D-3/5/91,D,,,7.8,114,,295,86,74.4,0.3
D-5/5/91,D,,,7.7,75,,204,72,69.4,0.3
D-6/5/91,D,,,7.7,156,,355,98,83.7,0.5
D-7/5/91,D,,,8.0,145,,297,100,78.0,0.5
D-8/5/91,D,,,7.5,73,,149,98,44.9,0.5
D-9/5/91,D,,,7.5,45,,125,74,45.9,0.3
D-10/5/91,D,,,7.6,108,,163,60,66.7,
D-12/5/91,D,,,7.6,71,,203,54,66.7,0.2
D-13/5/91,D,,,7.8,99,,250,98,59.2,0.5
D-14/5/91,D,,,7.9,139,,327,110,72.7,0.5
D-15/5/91,D,,,7.9,153,,355,112,78.6,0.5
D-16/5/91,D,,,7.8,161,,352,110,74.6,0.4
D-17/5/91,D,,,7.8,127,,314,104,71.2,0.4
D-19/5/91,D,,,7.7,114,,265,116,69.0,0.5
D-20/5/91,D,,,7.7,97,,242,80,72.5,0.2
D-21/5/91,D,,,7.8,101,,233,82,68.3,0.3
D-22/5/91,D,,,7.9,133,,310,86,74.4,0.2
D-23/5/91,D,,,7.7,119,,282,94,72.3,0.2
D-24/5/91,D,,,7.5,97,,226,66,69.7,
D-26/5/91,D,,,7.7,108,,244,68,79.4,0.2
D-27/5/91,D,,,7.9,85,,229,118,61.0,0.3
D-28/5/91,D,,,7.7,99,,227,90,66.7,0.5
D-29/5/91,D,,,7.9,123,,253,90,57.8,0.3
D-30/5/91,D,,,7.9,81,,222,76,84.2,0.4
D-31/5/91,D,,,7.8,97,,170,92,60.9,0.4
D-1/4/91,D,,,7.7,114,,176,124,72.6,0.9
D-2/4/91,D,,,7.9,170,,310,116,79.3,0.1
D-3/4/91,D,,,7.9,157,,306,92,73.9,0.4
D-4/4/91,D,,,8.1,148,,312,88,75.0,0.1
D-5/4/91,D,,,7.9,124,,304,100,78.0,0.4
D-7/4/91,D,,,7.6,131,,318,84,83.3,0.3
D-8/4/91,D,,,7.9,145,,314,94,70.2,0.6
D-9/4/91,D,,,7.9,201,,388,102,84.3,0.4
D-10/4/91,D,,,7.6,164,,341,102,84.3,0.7
D-11/4/91,D,,,7.9,160,,353,92,80.4,0.2
D-12/4/91,D,,,7.5,130,,393,76,84.2,
D-14/4/91,D,,,7.7,135,,260,96,79.2,0.4
D-15/4/91,D,,,7.9,130,,301,92,76.1,0.3
D-16/4/91,D,,,7.9,137,,312,90,75.5,0.3
D-17/4/91,D,,,7.9,149,,320,114,75.4,0.3
D-18/4/91,D,,,8.0,116,,276,106,66.0,0.5
D-19/4/91,D,,,7.9,138,,372,90,73.3,0.4
D-21/4/91,D,,,7.8,100,,226,82,80.5,0.3
D-22/4/91,D,,,7.9,110,,238,82,78.0,0.4
D-23/4/91,D,,,7.8,149,,319,110,76.4,0.7
D-24/4/91,D,,,7.9,170,,,102,80.4,0.4
D-25/4/91,D,,,7.9,125,,292,88,77.3,0.3
D-26/4/91,D,,,7.1,113,,196,74,73.0,
D-28/4/91,D,,,7.5,83,,124,80,65.0,0.3
D-29/4/91,D,,,7.8,98,,225,84,81.0,1.0
D-1/7/91,D,,,7.7,106,,274,80,87.5,0.1
D-2/7/91,D,,,7.8,91,,125,58,82.8,0.1
D-3/7/91,D,,,7.6,88,,277,80,70.0,0.1
D-4/7/91,D,,,7.7,102,,283,78,76.7,0.1
D-5/7/91,D,,,7.4,67,,200,76,88.9,
D-7/7/91,D,,,7.5,123,,351,124,75.8,0.9
D-8/7/91,D,,,7.9,110,,283,96,75.0,0.3
D-9/7/91,D,,,7.5,111,,307,84,76.2,0.2
D-10/7/91,D,,,7.8,105,,295,82,83.0,0.2
D-11/7/91,D,,,7.7,116,,282,96,81.3,0.7
D-12/7/91,D,,,7.7,144,,391,104,73.1,0.9
D-14/7/91,D,,,7.6,89,,208,68,82.4,0.2
D-15/7/91,D,,,7.7,120,,325,124,77.0,0.6
D-16/7/91,D,,,7.7,96,,298,128,65.6,0.7
D-17/7/91,D,,,7.7,121,,294,138,62.3,0.7
D-18/7/91,D,,,7.6,110,,,112,69.6,1.0
D-19/7/91,D,,,7.3,124,,357,116,65.5,1.4
D-21/7/91,D,,,7.5,93,,263,102,58.8,0.3
D-22/7/91,D,,,7.5,129,,308,82,75.6,0.1
D-23/7/91,D,,,7.6,106,,290,92,73.9,0.2
D-24/7/91,D,,,7.6,101,,277,70,85.7,0.1
D-25/7/91,D,,,7.6,96,,290,98,75.5,0.1
D-26/7/91,D,,,7.6,106,,245,94,83.0,0.1
D-28/7/91,D,,,7.6,98,,198,56,89.3,0.1
D-29/7/91,D,,,7.8,80,,192,68,82.4,0.2
D-30/7/91,D,,,7.4,111,,,78,71.8,0.1
D-31/7/91,D,,,7.6,101,,265,80,80.0,0.1
D-2/6/91,D,,,7.7,103,,231,104,67.3,0.3
D-3/6/91,D,,,7.8,124,,307,118,64.4,0.3
D-4/6/91,D,,,7.7,132,,300,116,67.2,0.2
D-5/6/91,D,,,7.9,107,,272,112,66.7,0.3
D-6/6/91,D,,,7.7,156,,311,134,59.7,0.5
D-7/6/91,D,,,7.5,123,,340,112,64.3,
D-9/6/91,D,,,7.7,116,,183,124,64.5,0.2
D-10/6/91,D,,,7.8,135,,338,132,66.7,0.3
D-12/6/91,D,,,7.8,154,,297,84,66.7,0.2
D-13/6/91,D,,,7.8,142,,323,106,71.7,0.2
D-14/6/91,D,,,7.5,111,,287,74,70.3,
D-16/6/91,D,,,7.7,107,,229,80,75.0,0.2
D-17/6/91,D,,,7.8,117,,275,82,73.2,0.2
D-18/6/91,D,,,7.9,118,,299,82,78.0,0.2
D-19/6/91,D,,,7.8,103,,250,76,81.6,0.2
D-20/6/91,D,,,7.7,130,,288,74,83.8,0.2
D-21/6/91,D,,,7.9,137,,269,74,75.7,0.2
D-24/6/91,D,,,7.6,104,,212,64,81.3,0.2
D-25/6/91,D,,,7.8,109,,325,64,81.3,0.2
D-26/6/91,D,,,7.7,100,,248,74,89.2,0.1
D-27/6/91,D,,,7.8,119,,279,52,100,0.1
D-28/6/91,D,,,7.8,110,,272,66,84.8,0.2
D-30/6/91,D,,,7.7,100,,290,76,81.6,0.5
D-1/10/91,D,,,7.7,94,,196,82,70.7,0.2
D-2/10/91,D,,,7.8,99,,253,86,76.7,0.3
D-3/10/91,D,,,7.6,69,,264,92,71.7,0.2
D-4/10/91,D,,,7.8,34,,356,78,79.5,0.4
D-5/10/91,D,,,7.7,87,,194,,,0.2
D-6/10/91,D,,,7.9,103,,198,74,75.7,0.3
D-8/10/91,D,,,7.7,75,,248,84,69.1,0.2
D-9/10/91,D,,,7.7,112,,220,110,60.0,0.2
D-11/10/91,D,,,7.8,75,,212,88,72.7,0.2
D-12/10/91,D,,,7.9,94,,192,78,76.9,0.2
D-13/10/91,D,,,7.7,82,,228,74,75.7,0.2
D-15/10/91,D,,,7.8,67,,172,64,78.1,0.2
D-16/10/91,D,,,7.9,121,,247,102,72.6,0.3
D-17/10/91,D,,,7.8,,,251,98,81.6,0.3
D-18/10/91,D,,,7.7,122,,273,86,72.1,0.2
D-19/10/91,D,,,7.9,121,,275,96,70.8,0.4
D-20/10/91,D,,,7.9,135,,303,88,68.2,0.2
D-22/10/91,D,,,7.8,96,,250,68,91.2,0.2
D-23/10/91,D,,,7.8,119,,238,82,80.5,0.2
D-24/10/91,D,,,7.8,114,,,66,97.0,0.4
D-25/10/91,D,,,7.6,89,,,86,60.5,0.3
D-26/10/91,D,,,7.6,,,207,86,81.4,0.2
D-27/10/91,D,,,7.6,,,247,106,77.4,0.2
D-29/10/91,D,,,7.8,123,,263,106,69.8,0.3
D-30/10/91,D,,,7.9,,,365,120,70.0,2.5
D-1/8/91,D,,,7.6,105,,265,80,82.5,0.2
D-2/8/91,D,,,7.6,77,,221,90,68.9,0.0
D-4/8/91,D,,,7.4,81,,200,52,67.3,0.1
D-5/8/91,D,,,7.6,61,,160,52,94.2,0.1
D-6/8/91,D,,,7.9,90,,220,71,81.7,0.2
D-7/8/91,D,,,7.6,73,,192,61,83.6,0.2
D-8/8/91,D,,,7.6,58,,137,65,78.5,0.1
D-9/8/91,D,,,7.6,,,255,86,79.1,0.2
D-11/8/91,D,,,7.5,42,,113,49,67.4,0.1
D-12/8/91,D,,,7.6,65,,167,97,58.8,0.2
D-13/8/91,D,,,7.7,65,,157,97,64.9,0.2
D-14/8/91,D,,,7.6,54,,161,66,69.7,0.3
D-16/8/91,D,,,7.7,49,,177,56,71.4,0.1
D-18/8/91,D,,,7.4,80,,,71,77.5,0.3
D-19/8/91,D,,,7.7,98,,169,64,84.4,0.2
D-20/8/91,D,,,7.8,80,,155,62,77.4,0.1
D-21/8/91,D,,,7.6,80,,157,69,82.6,0.2
D-22/8/91,D,,,7.7,97,,188,62,91.9,0.2
D-23/8/91,D,,,7.7,88,,188,66,84.9,0.1
D-25/8/91,D,,,7.6,61,,129,55,83.6,
D-26/8/91,D,,,7.7,63,,224,55,78.2,0.2
D-27/8/91,D,,,7.7,100,,215,80,73.8,0.1
D-28/8/91,D,,,7.6,105,,250,70,85.7,0.1
D-29/8/91,D,,,7.5,115,,244,77,76.6,0.1
D-30/8/91,D,,,7.4,93,,233,64,84.4,
D-1/3/90,S,,,2010,7.3,,,84,21,81.0
D-2/3/90,S,,,2700,7.5,,,91,17,94.1
D-4/3/90,S,,,1742,7.6,,,128,21,81
D-5/3/90,S,,,2060,7.6,,20,104,20,96.7
D-6/3/90,S,,,2250,7.6,,19,108,22,65.9
D-7/3/90,S,,,1768,7.5,,20,100,28,82.1
D-8/3/90,S,,,1668,7.5,,21,76,26,84.6
D-9/3/90,S,,,1596,7.5,,17,162,18,66.7
D-11/3/90,S,,,1233,7.5,,16,118,19,84.2
D-12/3/90,S,,,1825,7.6,,19,157,27,87.0
D-13/3/90,S,,,1562,7.6,,152,306,131,79.6
D-14/3/90,S,,,1261,7.4,,320,350,238,73.9
D-15/3/90,S,,,1177,7.5,,84,172,104,78.8
D-16/3/90,S,,,2580,7.6,,32,153,98,87.8
D-18/3/90,S,,,1467,7.5,,19,94,41,82.9
D-19/3/90,S,,,1401,7.6,,25,203,20,85.0
D-20/3/90,S,,,1458,7.3,,14,9,20,82.5
D-21/3/90,S,,,1664,7.5,,24,124,26,82.7
D-22/3/90,S,,,1670,7.5,,42,175,53,84.2
D-23/3/90,S,,,1537,7.5,,23,120,25,68.0
D-25/3/90,S,,,1136,7.1,,16,62,17,94.1
D-26/3/90,S,,,1920,7.6,,19,71,23,78.3
D-27/3/90,S,,,1950,7.6,,15,87,23,69.7
D-28/3/90,S,,,1425,7.9,,16,83,20,85.0
D-29/3/90,S,,,2270,7.8,,15,87,21,81.0
D-30/3/90,S,,,1556,7.8,,17,102,22,81.8
D-1/2/90,S,,,1386,7.5,,,75,20,75.0
D-2/2/90,S,,,1218,7.5,,19,67,24,83.3
D-4/2/90,S,,,1085,7.4,,19,79,28,82
D-5/2/90,S,,,1423,7.7,,32,114,37,83.8
D-6/2/90,S,,,1516,7.5,,47,116,59,81.4
D-7/2/90,S,,,1426,7.5,,26,97,35,82.9
D-8/2/90,S,,,1434,7.5,,26,106,31,83.9
D-9/2/90,S,,,1353,7.6,,24,98,32,81.3
D-11/2/90,S,,,1212,7.5,,22,89,33,90.9
D-12/2/90,S,,,1595,7.5,,34,128,40,84.2
D-13/2/90,S,,,2330,7.6,,,295,88,76.1
D-14/2/90,S,,,1718,7.5,,23,97,38,88.4
D-15/2/90,S,,,1518,7.4,,27,78,33,84.8
D-16/2/90,S,,,1478,7.6,,25,125,25,90.6
D-18/2/90,S,,,1337,7.6,,24,71,24,91.7
D-19/2/90,S,,,1474,7.6,,23,71,33,78.7
D-21/2/90,S,,,1360,7.5,,24,88,29,87.4
D-22/2/90,S,,,1521,7.4,,29,76,25,84.0
D-23/2/90,S,,,1532,7.7,,16,86,26,82.1
D-25/2/90,S,,,1285,7.5,,30,98,45,74.1
D-26/2/90,S,,,1532,7.6,,,102,23,84.1
D-27/2/90,S,,,1415,7.6,,,113,37,95.5
D-28/2/90,S,,,2260,7.6,,,66,15,93.3
D-1/1/90,S,,,921,7.5,,16,97,17,51.8
D-2/1/90,S,,,1338,7.6,,22,97,18,80.6
D-3/1/90,S,,,1594,7.5,,29,146,31,77.4
D-4/1/90,S,,,1646,7.5,,28,105,30,82
D-7/1/90,S,,,1315,7.4,,21,122,25,84.0
D-8/1/90,S,,,1443,7.5,,38,106,34,86.7
D-9/1/90,S,,,1506,7.5,,29,136,39,83.7
D-10/1/90,S,,,1577,7.5,,28,101,36,83.3
D-11/1/90,S,,,1562,7.5,,21,108,22,84.1
D-12/1/90,S,,,2450,7.5,,28,92,36,80.6
D-14/1/90,S,,,1334,7.4,,17,63,20,85.0
D-15/1/90,S,,,1607,7.4,,30,99,41,85.4
D-16/1/90,S,,,1568,7.5,,26,87,27,77.8
D-17/1/90,S,,,1623,7.5,,27,103,38,81.6
D-18/1/90,S,,,1442,7.4,,22,87,27,77.8
D-19/1/90,S,,,1856,7.5,,19,110,26,82.5
D-21/1/90,S,,,1461,7.4,,17,60,21,90.5
D-22/1/90,S,,,1627,7.4,,29,99,26,84.6
D-23/1/90,S,,,1768,7.6,,27,52,29,86.2
D-24/1/90,S,,,1735,7.5,,19,73,18,75.0
D-25/1/90,S,,,1369,7.4,,23,136,17,88.2
D-26/1/90,S,,,1280,7.3,,22,140,20,70.0
D-28/1/90,S,,,1088,7.3,,21,75,25,72.0
D-29/1/90,S,,,1413,7.5,,27,75,22,90.9
D-30/1/90,S,,,1529,7.5,,27,95,26,76.9
D-31/1/90,S,,,1550,7.6,,,,,
D-1/6/90,S,,,1432,7.7,,29,91,26,80.8
D-3/6/90,S,,,1121,7.8,,14,63,19,73.7
D-4/6/90,S,,,1175,7.9,,15,59,19,78.9
D-5/6/90,S,,,1308,7.8,,19,79,21,81.0
D-6/6/90,S,,,1436,7.9,,25,75,23,78.3
D-7/6/90,S,,,1492,7.6,,15,151,25,76.8
D-8/6/90,S,,,1518,7.5,,39,150,54,74.1
D-10/6/90,S,,,1113,8.0,,19,80,20,70.0
D-11/6/90,S,,,1105,7.9,,28,128,14,74.3
D-12/6/90,S,,,1850,7.8,,24,70,11,61.8
D-13/6/90,S,,,1466,7.6,,25,85,19,65.3
D-14/6/90,S,,,1113,7.6,,22,59,16,68.8
D-15/6/90,S,,,1304,7.8,,23,105,32,71.3
D-17/6/90,S,,,992,7.3,,,,22,69.1
D-18/6/90,S,,,1909,7.7,,33,92,23,73.0
D-19/6/90,S,,,1378,7.7,,18,104,11,87.3
D-20/6/90,S,,,1458,7.7,,24,115,17,70.6
D-21/6/90,S,,,1378,7.8,,15,60,12,91.7
D-22/6/90,S,,,1309,7.7,,15,63,12,83.3
D-24/6/90,S,,,1200,7.7,,17,64,17,76.5
D-25/6/90,S,,,1360,7.9,,,92,20,80.0
D-26/6/90,S,,,1358,8.0,,16,56,15,73.3
D-27/6/90,S,,,1305,7.8,,19,60,12,75.0
D-28/6/90,S,,,1409,8.0,,13,63,15,66.7
D-29/6/90,S,,,1482,7.9,,18,78,15,66.7
D-1/5/90,S,,,1139,7.5,,26,104,41,73.2
D-2/5/90,S,,,1356,7.6,,26,92,44,74.2
D-3/5/90,S,,,1336,7.7,,29,148,49,80.3
D-4/5/90,S,,,1237,7.6,,30,122,42,81.0
D-6/5/90,S,,,1016,7.4,,42,154,69,83.1
D-7/5/90,S,,,1156,7.8,,20,83,25,90.7
D-8/5/90,S,,,1485,7.8,,26,82,36,74.1
D-9/5/90,S,,,2290,7.5,,24,91,32,84.4
D-10/5/90,S,,,1324,7.7,,19,75,32,77.1
D-11/5/90,S,,,1467,7.6,,28,103,34,76.5
D-13/5/90,S,,,970,7.7,,28,74,25,88.0
D-14/5/90,S,,,1155,7.7,,23,94,22,84.1
D-15/5/90,S,,,1328,7.7,,14,100,19,86.8
D-16/5/90,S,,,1420,7.6,,,77,20,75.0
D-17/5/90,S,,,1369,7.8,,19,88,19,78.9
D-18/5/90,S,,,1472,7.7,,13,132,13,50.0
D-20/5/90,S,,,1078,7.7,,13,55,18,83.3
D-21/5/90,S,,,1199,7.8,,15,47,13,69.2
D-22/5/90,S,,,1139,7.6,,27,95,39,59.0
D-23/5/90,S,,,1231,7.8,,12,36,14,77.1
D-24/5/90,S,,,1435,7.7,,25,109,24,75.0
D-25/5/90,S,,,1264,7.9,,16,66,20,80.0
D-27/5/90,S,,,1001,7.7,,17,78,21,87.6
D-28/5/90,S,,,1111,7.6,,24,63,16,68.8
D-29/5/90,S,,,1142,7.9,,32,128,40,82.5
D-30/5/90,S,,,1238,8.0,,15,36,17,82.4
D-1/4/90,S,,,1023,7.6,,17,75,19,89.5
D-2/4/90,S,,,902,7.7,,10,79,16,78.1
D-3/4/90,S,,,1257,7.7,,13,68,13,69.2
D-4/4/90,S,,,1316,7.5,,12,67,11,100
D-5/4/90,S,,,1377,7.7,,17,127,14,92.9
D-6/4/90,S,,,1459,7.8,,14,91,22,86.4
